1 2 38.1312 353.148 3
1 9 98.7899 384.593 3
1 12 192.407 20.4394 7
1 14 240.825 281.514 1
1 20 141.404 228.433 1
1 23 565.785 282.386 8
1 27 672.862 432.883 5
1 36 639.031 467.23 5
1 39 616.655 339.341 8
1 40 494.859 148.122 4
1 42 471.101 314.222 8
1 48 334.351 153.797 1
1 50 475.735 385.784 8
1 64 432.264 629.409 6
1 65 623.249 69.1893 4
1 72 22.7643 455.534 3
1 73 259.71 10.62 7
1 74 342.358 599.388 6
1 77 220.704 270.082 1
1 78 192.119 314.184 1
1 79 271.504 225.292 1
1 80 530.732 504.067 5
1 81 42.5331 656.365 2
1 84 395.691 699.538 6
1 88 141.451 485.248 3
1 89 396.774 460.756 6
1 91 350.425 420.653 6
1 93 130.924 351.149 3
1 95 144.6 457.422 3
1 96 212.373 594.922 2
1 102 59.7537 551.632 2
1 106 101.869 635.099 2
1 107 588.197 580.595 5
1 112 88.4678 384.051 3
1 113 658.913 583.958 5
1 115 506.619 233.002 8
1 117 594.405 275.874 8
1 118 66.2308 24.1317 7
1 127 70.2723 77.9227 7
1 132 278.871 299.931 1
1 133 381.654 360.334 8
1 136 562.905 670.038 5
1 139 558.201 0.419881 4
1 140 461.411 530.525 6
1 141 354.724 685.405 6
1 143 352.314 140.327 1
1 146 334.275 152.149 1
1 149 91.6468 166.354 7
2 1 612.176 494.317 5
2 4 143.061 631.72 6
2 5 689.945 468.535 5
2 13 282.787 229.8 1
2 15 246.928 322.461 3
2 16 649.731 62.3332 4
2 19 488.312 437.487 5
2 22 397.559 231.359 1
2 26 397.559 74.7588 1
2 29 104.653 482.822 2
2 30 356.71 67.6477 1
2 41 629.998 433.455 5
2 43 138.244 137.168 7
2 45 390.697 423.977 3
2 51 228.833 410.446 3
2 52 578.381 321.33 5
2 53 358.917 404.467 3
2 55 343.169 509.312 3
2 56 530.363 137.688 4
2 57 498.807 576.21 5
2 59 595.836 81.813 4
2 61 43.6892 305.472 8
2 62 79.4653 445.964 2
2 66 436.519 282.936 1
2 67 59.4163 40.128 7
2 68 630.923 230.343 4
2 71 297.791 166.313 1
2 75 10.0261 488.931 2
2 76 315.293 273.228 1
2 82 396.127 539.465 3
2 85 559.016 560.887 5
2 86 22.6471 526.247 2
2 90 87.7495 19.617 7
2 99 176.594 648.524 6
2 100 500.383 198.743 4
2 101 634.318 612.829 5
2 105 146.539 39.4232 7
2 109 537.466 472.584 5
2 110 269.367 367.476 3
2 114 97.7359 157.456 7
2 121 299.481 251.83 1
2 124 56.02 243.066 8
2 128 398.23 119.558 1
2 129 635.497 133.323 4
2 137 398.55 392.649 3
2 138 590.894 370.741 5
2 142 193.661 669.743 6
2 144 308.435 115.205 1
2 145 299.588 530.589 3
2 147 690.966 134.579 4
2 148 48.0798 270.968 8
3 0 37.4394 541.209 3
3 3 53.4418 131.485 2
3 6 112.748 529.418 3
3 7 141.488 504.818 3
3 8 661.051 445.938 1
3 10 697.388 180.396 4
3 11 536.489 287.228 6
3 17 352.966 666.787 8
3 18 633.392 534.94 1
3 21 17.3633 240.241 2
3 24 475.898 468.539 1
3 25 322.422 550.317 8
3 28 571.219 530.262 1
3 31 400.407 253.679 6
3 32 282.304 426.838 5
3 33 58.7767 507.171 3
3 34 189.751 460.382 5
3 35 659.912 226.628 4
3 37 415.026 233.305 6
3 38 547.266 161.659 4
3 44 91.5848 110.02 2
3 46 565.162 429.16 1
3 47 54.5249 438.552 3
3 49 531.029 612.387 8
3 54 486.465 593.043 8
3 58 224.318 312.468 5
3 60 661.559 217.046 4
3 63 210.416 130.715 7
3 69 579.327 601.036 1
3 70 117.862 112.98 2
3 83 118.663 508.713 3
3 87 135.638 325.841 5
3 92 216.701 466.482 5
3 94 72.633 645.785 3
3 97 49.9187 541.435 3
3 98 656.694 558.111 1
3 103 15.2146 143.044 2
3 104 283.005 376.444 5
3 108 457.263 350.016 6
3 111 239.905 102.63 7
3 116 500.257 64.9136 4
3 119 598.416 414.556 1
3 120 172.309 344.396 5
3 122 303.838 21.0526 7
3 123 197.897 512.389 3
3 125 255.557 448.865 5
3 126 608.426 222.542 4
3 130 378.348 272.291 6
3 131 484.803 677.073 8
3 134 557.607 595.319 1
3 135 249.059 76.6595 7
