17898	8						
140.5625000	55.68378214	-0.23457141	-0.69964840	3.19983278	19.11042633	7.97553179	74.24222492
102.5078125	58.88243001	0.46531815	-0.51508791	1.67725753	14.86014572	10.57648674	127.39357960
103.0156250	39.34164944	0.32332837	1.05116443	3.12123746	21.74466875	7.73582202	63.17190911
136.7500000	57.17844874	-0.06841464	-0.63623837	3.64297659	20.95928030	6.89649891	53.59366067
88.7265625	40.67222541	0.60086608	1.12349169	1.17892977	11.46871960	14.26957284	252.56730580
93.5703125	46.69811352	0.53190485	0.41672112	1.63628763	14.54507425	10.62174840	131.39400430
119.4843750	48.76505927	0.03146022	-0.11216757	0.99916388	9.27961224	19.20623018	479.75656690
130.3828125	39.84405561	-0.15832276	0.38954045	1.22073579	14.37894124	13.53945602	198.23645650
107.2500000	52.62707834	0.45268803	0.17034738	2.33193980	14.48685311	9.00100444	107.97250560
107.2578125	39.49648839	0.46588196	1.16287712	4.07943144	24.98041798	7.39707995	57.78473789
142.0781250	45.28807262	-0.32032843	0.28395251	5.37625418	29.00989748	6.07626585	37.83139335
133.2578125	44.05824378	-0.08105986	0.11536151	1.63210702	12.00780568	11.97206663	195.54344760
134.9609375	49.55432662	-0.13530383	-0.08046960	10.69648829	41.34204361	3.89393414	14.13120625
117.9453125	45.50657724	0.32543756	0.66145946	2.83612040	23.11834971	8.94321191	82.47559187
138.1796875	51.52448350	-0.03185233	0.04679717	6.33026756	31.57634673	5.15593986	26.14331017
114.3671875	51.94571552	-0.09449890	-0.28798409	2.73829431	17.19189079	9.05061245	96.61190318
109.6406250	49.01765217	0.13763583	-0.25669978	1.50836120	12.07290134	13.36792556	223.43841920
100.8515625	51.74352161	0.39383679	-0.01124074	2.84113712	21.63577754	8.30224189	71.58436903
136.0937500	51.69100464	-0.04590893	-0.27181639	9.34280937	38.09639955	4.34543814	18.67364854
99.3671875	41.57220208	1.54719697	4.15410604	27.55518395	61.71901588	2.20880796	3.66268014
100.8906250	51.89039446	0.62748653	-0.02649780	3.88377926	23.04526673	6.95316764	52.27944038
