0 1 1025.7 1971.3 2
0 2 1161.67 1965.39 2
0 3 1191.23 1959.49 5
0 4 1167.59 1959.49 2
0 5 1096.64 1959.49 2
0 6 1102.56 1953.58 2
0 7 1090.73 1953.58 2
0 8 1019.79 1953.58 2
0 9 1232.62 1941.77 5
0 10 1043.44 1941.77 2
0 11 1238.53 1935.87 5
0 12 1167.59 1935.87 2
0 13 1132.11 1935.87 2
0 14 1268.09 1929.96 5
0 15 1244.44 1929.96 5
0 16 1067.08 1929.96 2
0 17 1179.41 1924.06 5
0 18 1049.35 1924.06 2
0 19 1037.53 1924.06 2
0 20 1126.2 1918.15 2
0 21 1090.73 1918.15 2
0 22 984.319 1918.15 2
0 23 1327.2 1906.34 5
0 24 1031.61 1906.34 2
0 25 996.143 1906.34 2
0 26 1049.35 1900.44 2
0 27 1185.32 1894.53 5
0 28 1114.38 1894.53 2
0 29 1315.38 1882.72 5
0 30 1291.73 1882.72 5
0 31 1078.91 1882.72 2
0 32 1013.88 1876.82 2
0 33 1735.12 1746.91 5
0 34 741.934 1746.91 2
0 35 1729.21 1741 5
0 36 736.022 1741 2
0 37 1522.3 1723.29 5
0 38 529.108 1723.29 2
0 39 1185.32 1646.52 2
0 40 1569.59 1522.52 5
0 41 576.403 1522.52 2
0 42 1149.85 1445.75 4
0 43 617.786 1445.75 2
0 44 1031.61 1422.13 4
0 45 1108.47 1416.22 4
0 46 753.758 1416.22 2
0 47 1031.61 1410.32 4
0 48 594.138 1410.32 2
0 49 759.67 1398.51 2
0 50 605.962 1398.51 2
0 51 753.758 1274.5 4
0 52 659.169 1250.88 4
0 53 1268.09 1244.98 4
0 54 594.138 1244.98 4
0 55 611.874 1227.26 4
0 56 1279.91 1221.36 4
0 57 659.169 1156.4 4
0 58 1226.7 1002.87 4
0 59 1149.85 996.967 4
0 60 1610.97 973.347 4
0 61 1037.53 802.101 4
0 62 1315.38 796.196 4
0 63 1114.38 796.196 4
0 64 1090.73 796.196 4
0 65 1274 790.29 4
0 66 1132.11 790.29 4
0 67 1108.47 790.29 4
0 68 1013.88 790.29 4
0 69 1268.09 784.386 4
0 70 1114.38 784.386 4
0 71 1031.61 784.386 4
0 72 1664.18 778.481 4
0 73 1238.53 778.481 4
0 74 1096.64 778.481 4
0 75 1049.35 778.481 4
0 76 978.407 778.481 4
0 77 1232.62 772.576 4
0 78 1185.32 772.576 4
0 79 1078.91 772.576 4
0 80 1055.26 772.576 4
0 81 1019.79 772.576 4
0 82 1214.88 766.67 4
0 83 1191.23 766.67 4
0 84 1167.59 766.67 4
0 85 1084.82 766.67 4
0 86 1073 766.67 4
0 87 1232.62 760.765 4
0 88 1161.67 760.765 4
0 89 1262.18 754.861 4
0 90 1250.35 754.861 4
0 91 1179.41 754.861 4
0 92 1025.7 754.861 4
0 93 1268.09 748.955 4
0 94 1244.44 748.955 4
0 95 1173.5 748.955 4
0 96 1132.11 743.05 4
0 97 1120.29 743.05 4
0 98 1019.79 725.335 4
0 99 996.143 725.335 4
0 100 1037.53 719.43 4
0 101 1002.05 719.43 4
0 102 1173.5 559.994 4
0 103 1610.97 548.184 3
0 104 1173.5 548.184 4
0 105 1220.79 536.374 4
0 106 1628.71 2048.06 5
0 107 1628.71 2036.25 5
0 108 1616.89 2048.06 5
0 109 1616.89 2036.25 5
0 110 1605.06 2048.06 5
0 111 1605.06 2036.25 5
0 112 1593.24 2048.06 5
0 113 1593.24 2036.25 5
0 114 1581.41 2048.06 5
0 115 1581.41 2036.25 5
0 116 1569.59 2048.06 5
0 117 1569.59 2036.25 5
0 118 1557.77 2048.06 5
0 119 1557.77 2036.25 5
0 120 1545.94 2048.06 5
0 121 1545.94 2036.25 5
0 122 1534.12 2048.06 5
0 123 1534.12 2036.25 5
0 124 1522.3 2048.06 5
0 125 1522.3 2036.25 5
0 126 1510.47 2048.06 5
0 127 1510.47 2036.25 5
0 128 1498.65 2048.06 5
0 129 1498.65 2036.25 5
0 130 1622.8 2042.16 5
0 131 1622.8 2030.35 5
0 132 1610.97 2042.16 5
0 133 1610.97 2030.35 5
0 134 1599.15 2042.16 5
0 135 1599.15 2030.35 5
0 136 1587.33 2042.16 5
0 137 1587.33 2030.35 5
0 138 1575.5 2042.16 5
0 139 1575.5 2030.35 5
0 140 1563.68 2042.16 5
0 141 1563.68 2030.35 5
0 142 1551.85 2042.16 5
0 143 1551.85 2030.35 5
0 144 1540.03 2042.16 5
0 145 1540.03 2030.35 5
0 146 1528.21 2042.16 5
0 147 1528.21 2030.35 5
0 148 1516.38 2042.16 5
0 149 1516.38 2030.35 5
0 150 1504.56 2042.16 5
0 151 1504.56 2030.35 5
0 152 1492.74 2042.16 5
0 153 1492.74 2030.35 5
0 154 647.346 2048.06 2
0 155 647.346 2036.25 2
0 156 635.522 2048.06 2
0 157 635.522 2036.25 2
0 158 623.699 2048.06 2
0 159 623.699 2036.25 2
0 160 611.875 2048.06 2
0 161 611.875 2036.25 2
0 162 600.051 2048.06 2
0 163 600.051 2036.25 2
0 164 588.228 2048.06 2
0 165 588.228 2036.25 2
0 166 576.404 2048.06 2
0 167 576.404 2036.25 2
0 168 564.581 2048.06 2
0 169 564.581 2036.25 2
0 170 552.757 2048.06 2
0 171 552.757 2036.25 2
0 172 540.933 2048.06 2
0 173 540.933 2036.25 2
0 174 529.109 2048.06 2
0 175 529.109 2036.25 2
0 176 517.286 2048.06 2
0 177 517.286 2036.25 2
0 178 641.434 2042.16 2
0 179 641.434 2030.35 2
0 180 629.611 2042.16 2
0 181 629.611 2030.35 2
0 182 617.787 2042.16 2
0 183 617.787 2030.35 2
0 184 605.963 2042.16 2
0 185 605.963 2030.35 2
0 186 594.14 2042.16 2
0 187 594.14 2030.35 2
0 188 582.316 2042.16 2
0 189 582.316 2030.35 2
0 190 570.492 2042.16 2
0 191 570.492 2030.35 2
0 192 558.669 2042.16 2
0 193 558.669 2030.35 2
0 194 546.845 2042.16 2
0 195 546.845 2030.35 2
0 196 535.022 2042.16 2
0 197 535.022 2030.35 2
0 198 523.198 2042.16 2
0 199 523.198 2030.35 2
0 200 511.374 2042.16 2
0 201 511.374 2030.35 2
0 202 1628.71 170.262 3
0 203 1628.71 158.452 3
0 204 1616.89 170.262 3
0 205 1616.89 158.452 3
0 206 1605.06 170.262 3
0 207 1605.06 158.452 3
0 208 1593.24 170.262 3
0 209 1593.24 158.452 3
0 210 1581.41 170.262 3
0 211 1581.41 158.452 3
0 212 1569.59 170.262 3
0 213 1569.59 158.452 3
0 214 1557.77 170.262 3
0 215 1557.77 158.452 3
0 216 1545.94 170.262 3
0 217 1545.94 158.452 3
0 218 1534.12 170.262 3
0 219 1534.12 158.452 3
0 220 1522.3 170.262 3
0 221 1522.3 158.452 3
0 222 1510.47 170.262 3
0 223 1510.47 158.452 3
0 224 1498.65 170.262 3
0 225 1498.65 158.452 3
0 226 1622.8 164.357 3
0 227 1622.8 152.547 3
0 228 1610.97 164.357 3
0 229 1610.97 152.547 3
0 230 1599.15 164.357 3
0 231 1599.15 152.547 3
0 232 1587.33 164.357 3
0 233 1587.33 152.547 3
0 234 1575.5 164.357 3
0 235 1575.5 152.547 3
0 236 1563.68 164.357 3
0 237 1563.68 152.547 3
