2	1	4	53
2	2	5	63
2	3	10	59
2	4	9	77
1	5	13	49
2	6	13	69
2	7	12	88
3	8	15	75
2	9	18	61
3	10	19	65
2	11	22	74
2	12	27	72
1	13	28	76
3	14	24	58
2	15	27	55
1	16	28	60
2	17	30	52
3	18	31	60
2	19	32	61
2	20	36	72
3	21	28	147
2	22	32	149
1	23	35	153
3	24	33	154
3	25	38	151
2	26	41	150
2	27	38	145
3	28	38	143
1	29	32	143
2	30	34	141
3	31	44	156
1	32	44	149
3	33	44	143
2	34	46	142
2	35	47	149
3	36	49	152
3	37	50	142
1	38	53	144
2	39	52	152
1	40	55	155
3	41	54	124
2	42	60	136
3	43	63	139
3	44	86	132
2	45	85	115
2	46	85	96
3	47	78	94
2	48	74	96
2	49	97	122
3	50	98	116
3	51	98	124
1	52	99	119
2	53	99	128
2	54	101	115
3	55	108	111
2	56	110	111
1	57	108	116
2	58	111	126
2	59	115	117
3	60	117	115
2	61	70	4
3	62	77	12
2	63	83	21
3	64	61	15
2	65	69	15
1	66	78	16
1	67	66	18
2	68	58	13
3	69	64	20
3	70	69	21
2	71	66	23
1	72	61	25
3	73	76	27
2	74	72	31
3	75	64	30
