1	1	36.49	7.49
2	2	57.06	9.51
2	3	30.22	48.14
3	4	5.15	-3.56
3	5	34.59	-106.37
2	6	57.12	-2.12
2	7	16.45	-99.45
3	8	5.36	-0.1
1	9	28.56	-13.36
2	10	8.59	38.48
1	11	12.5	45.02
2	12	-34.48	138.38
2	13	30.23	-9.33
3	14	56.18	12.51
1	15	36.4	-4.3
3	16	40.38	8.17
1	17	35.11	-3.5
3	18	41.55	8.48
3	19	-37.01	174.47
2	20	38.17	-0.34
3	21	36.42	3.13
1	22	36.11	37.14
1	23	35.14	-101.42
2	24	31.58	35.59
2	25	52.18	4.46
3	26	61.1	-149.59
2	27	39.57	32.41
3	28	51.11	4.28
1	29	17.08	-61.47
2	30	43.37	13.22
1	31	29.38	35.01
1	32	59.39	17.55
1	33	15.18	38.55
2	34	-25.14	-57.31
1	35	23.58	32.47
1	36	37.54	23.44
3	37	33.46	-84.31
3	38	12.3	-70.01
1	39	24.26	54.28
1	40	36.55	30.48
1	41	26.16	50.38
2	42	40.29	50.01
3	43	39.11	-76.4
1	44	10.48	-74.52
1	45	-16.11	-52.3
3	46	10.25	45.01
2	47	41.18	2.05
2	48	32.22	-64.42
1	49	41.56	-72.41
2	50	40.39	17.57
2	51	44.49	20.19
3	52	9.21	34.31
3	53	32.06	20.16
2	54	52.29	13.24
3	55	48.27	-4.25
3	56	-19.48	3.45
3	57	33.49	35.29
3	58	54.39	-6.14
3	59	35.48	-101.22
3	60	4.24	18.31
2	61	13.04	-59.3
3	62	60.17	5.13
3	63	44.48	-68.5
1	64	33.14	44.14
2	65	45.4	9.24
1	66	33.34	-86.45
3	67	52.27	-1.45
2	68	42.33	9.29
1	69	45.48	-108.37
2	70	43.28	-1.32
2	71	13.21	-16.4
2	72	-3.19	29.19
2	73	13.55	100.36
2	74	12.38	-8.02
1	75	55.44	9.09
1	76	44.32	11.18
2	77	12.57	77.4
1	78	-15.41	34.58
1	79	27.13	56.22
3	80	-27.25	153.05
3	81	44.5	-0.43
3	82	4.42	-74.09
1	83	50.47	-1.51
1	84	19.05	72.52
3	85	67.16	14.22
3	86	42.22	-71
3	87	53.03	8.48
1	88	41.08	16.47
3	89	46.55	7.3
2	90	51.31	-2.35
1	91	50.54	4.29
2	92	-15.52	-47.55
1	93	47.35	7.32
3	94	48.1	16.13
3	95	47.27	19.15
2	96	-34.49	-58.32
2	97	42.55	-78.38
2	98	44.3	26.06
2	99	49.27	2.07
2	100	-4.15	15.15
1	101	39.15	9.04
3	102	30.08	31.24
3	103	23.11	113.16
1	104	33.33	-7.4
2	105	-11.54	22.45
2	106	4.49	-52.22
3	107	52.13	0.11
2	108	-35.19	149.12
1	109	10.36	-66.59
1	110	22.39	88.27
1	111	52.5	-1.19
2	112	49.01	2.33
2	113	43.33	6.57
3	114	45.4	-0.19
2	115	39.37	19.55
2	116	50.52	7.09
1	117	41.59	-87.54
1	118	41.48	12.36
3	119	9.34	-13.37
1	120	41.25	-81.51
1	121	3.26	-76.25
2	122	42.31	8.48
2	123	-28.02	145.37
1	124	7.11	79.53
2	125	40.04	-83.04
2	126	33.22	-7.35
2	127	48.07	7.22
3	128	44.22	28.29
1	129	45.4	-0.19
2	130	6.21	2.23
1	131	55.37	12.39
3	132	-33.58	18.36
1	133	37.28	15.04
2	134	10.27	-75.31
1	135	-26.25	146.14
3	136	39	17.05
2	137	12.12	-68.57
3	138	39.09	-84.2
1	139	39.03	-84.2
3	140	51.24	-3.12
1	141	29.11	-81.03
3	142	23.46	90.23
2	143	14.45	42.59
2	144	32.5	-96.51
1	145	33.25	36.31
2	146	-6.53	39.12
3	147	42.34	18.16
2	148	-29.58	30.57
1	149	38.51	-77.02
3	150	28.34	77.07
2	151	39.46	-104.53
1	152	32.46	-96.24
2	153	26.16	50.1
2	154	47.16	5.05
2	155	33.52	10.47
3	156	14.45	-17.3
3	157	4.01	9.43
2	158	19.08	30.26
3	159	25.16	51.34
2	160	49.22	0.1
2	161	-8.45	115.1
3	162	51.08	13.46
3	163	-12.25	130.52
2	164	42.14	-83.32
1	165	42.13	-83.21
2	166	53.26	-6.15
2	167	51.17	6.45
