2	1	4	53
2	2	5	63
2	3	10	59
2	4	9	77
2	5	13	49
3	6	13	69
2	7	12	88
2	8	15	75
2	9	18	61
1	10	19	65
2	11	22	74
2	12	27	72
2	13	28	76
2	14	24	58
2	15	27	55
2	16	28	60
2	17	30	52
2	18	31	60
2	19	32	61
2	20	36	72
2	21	28	147
2	22	32	149
2	23	35	153
2	24	33	154
2	25	38	151
2	26	41	150
2	27	38	145
2	28	38	143
2	29	32	143
2	30	34	141
2	31	44	156
2	32	44	149
1	33	44	143
3	34	46	142
2	35	47	149
2	36	49	152
2	37	50	142
2	38	53	144
2	39	52	152
2	40	55	155
2	41	54	124
2	42	60	136
2	43	63	139
2	44	86	132
1	45	85	115
2	46	85	96
2	47	78	94
2	48	74	96
2	49	97	122
3	50	98	116
2	51	98	124
2	52	99	119
2	53	99	128
2	54	101	115
2	55	108	111
2	56	110	111
2	57	108	116
2	58	111	126
2	59	115	117
2	60	117	115
2	61	70	4
2	62	77	12
2	63	83	21
2	64	61	15
3	65	69	15
2	66	78	16
2	67	66	18
2	68	58	13
2	69	64	20
1	70	69	21
2	71	66	23
2	72	61	25
2	73	76	27
2	74	72	31
2	75	64	30
