1 3 444.217 553.301 5
1 6 233.569 850.798 3
1 8 406.271 601.839 5
1 10 593.326 968.644 2
1 11 946.1 432.995 4
1 12 83.0742 601.487 5
1 13 861.254 754.12 2
1 16 125.872 536.987 5
1 17 563.237 20.7366 4
1 22 404.171 942.218 3
1 23 15.771 614.642 5
1 24 20.0806 62.8968 1
1 27 828.34 584.111 2
1 28 49.6047 40.6059 1
1 30 979.153 716.97 2
1 31 489.418 957.946 3
1 34 278.353 945.623 3
1 36 806.139 537.748 2
1 38 306.696 552.626 5
1 48 33.5356 889.86 3
1 51 870.562 747.862 2
1 52 126.307 27.0835 1
1 56 699.395 641.832 2
1 58 486.626 987.924 3
1 61 489.34 885.471 3
1 64 171.854 111.942 1
1 67 327.208 868.8 3
1 68 267.929 788.352 3
1 72 745.996 818.744 2
1 73 672.67 141.516 4
1 76 91.6001 378.018 5
1 78 370.272 274.581 1
1 83 148.737 95.1072 1
1 85 972.905 220.419 4
1 86 40.56 259.589 1
1 87 192.47 292.712 1
1 88 24.0393 509.808 5
1 89 316.686 311.822 1
1 91 525.118 681.256 2
1 92 835.669 882.708 2
1 94 109.477 27.3525 1
1 95 653.011 671.869 2
1 101 258.125 251.372 1
1 102 659.297 693.415 2
1 106 168.354 774.785 3
1 112 433.068 854.106 3
1 119 245.176 595.849 5
1 126 153.759 230.999 1
1 127 476.331 253.181 1
1 130 959.404 382.332 4
1 131 659.332 989.174 2
1 134 844.594 856.238 2
1 135 10.2508 829.527 3
1 144 429.87 229.253 1
1 147 541.69 818.375 2
1 148 509.211 164.053 4
1 153 167.243 943.593 3
1 160 381.612 457.549 5
1 164 257.714 332.927 1
1 165 678.108 546.502 2
1 166 176.011 611.721 5
1 169 852.354 420.312 4
1 172 104.725 588.78 5
1 174 417.205 194.188 1
1 175 884.474 559.131 2
1 176 868.707 180.065 4
1 177 262.003 425.604 5
1 181 615.069 4.82106 4
1 185 138.308 544.775 5
1 188 951.537 792.325 2
1 190 347.579 997.518 3
1 191 331.085 8.82753 1
1 202 486.743 625.481 2
1 204 117.937 480.467 5
1 207 889.914 107.701 4
1 210 134.598 416.191 5
1 211 759.957 814.02 2
1 212 44.5069 940.863 3
1 218 680.574 156.194 4
1 224 272.482 202.425 1
1 232 607.013 13.6116 4
1 235 175.856 408.861 5
1 239 25.5217 669.796 5
1 242 58.1823 207.452 1
1 243 195.262 304.483 1
1 247 805.435 372.793 4
1 249 818.209 629.891 2
1 250 415.46 823.742 3
1 255 374.105 494.356 5
1 257 327.353 384.372 5
1 258 360.033 175.038 1
1 259 809.911 758.316 2
1 267 93.5555 531.101 5
1 268 818.774 606.902 2
1 270 231.083 960.553 3
1 271 683.546 930.491 2
1 278 152.733 951.553 3
1 287 49.9968 742.733 5
1 288 6.42906 353.95 1
1 289 540.007 528.659 2
1 296 868.559 484.797 2
1 300 236.206 683.44 5
1 301 974.766 171.802 4
1 302 732.088 320.501 4
1 303 334.192 594.83 5
1 308 236.339 400.124 5
1 309 747.866 360.265 4
1 310 430.779 816.476 3
1 319 344.937 837.515 3
1 322 123.803 911.149 3
1 327 189.042 621.271 5
1 329 807.777 879.354 2
1 332 752.455 173.084 4
1 337 559.929 171.432 4
1 338 463.399 711.7 3
1 345 2.99018 973.272 3
1 346 286.889 436.077 5
1 347 34.4571 282.052 1
1 348 382.173 228.74 1
1 354 800.506 368.529 4
1 355 6.5945 196.999 1
1 359 603.56 723.736 2
1 361 498.328 926.571 3
1 362 548.665 952.849 3
1 363 779.11 99.0186 4
1 364 582.097 75.6071 4
1 369 760.5 411.841 4
1 371 995.853 234.577 4
1 373 989.579 47.3211 4
1 375 961.419 413.034 4
1 377 827.455 580.479 2
1 380 109.524 120.779 1
1 386 778.131 902.453 2
1 390 165.76 712.313 5
2 5 88.9064 838.954 5
2 7 476.864 203.976 4
2 14 247.619 698.637 5
2 19 691.414 576.653 3
2 25 196.656 613.862 5
2 26 913.249 428.902 3
2 29 271.361 736.904 5
2 37 445.404 306.86 4
2 39 555.492 359.315 3
2 40 156.444 178.995 4
2 41 140.141 704.084 5
2 42 963.235 442.629 3
2 46 279.893 896.021 5
2 49 511.528 60.4103 4
2 50 232.874 327.742 4
2 54 550.99 317.71 3
2 65 599.164 587.5 3
2 66 132.524 507.626 5
2 74 795.061 496.701 3
2 80 800.35 158.589 1
2 84 231.984 10.131 4
2 96 628.285 197.058 1
2 97 1.94865 712.335 5
2 98 730.64 446.995 3
2 99 580.371 933.465 2
2 100 377.453 863.505 5
2 104 801.207 327.664 1
2 109 505.772 795.094 2
2 110 692.786 475.055 3
2 111 615.258 416.034 3
2 113 226.997 149.199 4
2 114 326.41 615.676 5
2 115 756.359 997.073 2
2 117 207.262 753.08 5
2 118 127.313 986.134 5
2 120 368.488 322.474 4
2 121 618.453 808.454 2
2 122 284.623 905.817 5
2 128 232.085 588.069 5
2 129 439.629 819.344 2
2 133 734.709 76.166 1
2 136 359.094 688.825 5
2 137 901.1 207.153 1
2 139 682.389 84.7105 1
2 145 980.879 821.977 2
2 146 578.122 545.104 3
2 149 875.589 251.226 1
2 150 101.219 820.45 5
2 154 156.372 445.891 5
2 157 456.946 809.262 2
2 158 217.245 20.1127 4
2 168 416.783 521.535 5
2 170 850.689 321.301 1
2 171 745.771 57.0821 1
2 173 64.3447 87.0233 4
2 178 669.764 662.314 3
2 179 420.178 34.4287 4
2 180 424.972 239.973 4
2 182 967.473 235.618 1
2 183 180.64 963.276 5
2 184 153.897 253.897 4
2 186 23.8826 240.295 4
2 187 701.018 43.4543 1
2 192 547.387 204.852 1
2 193 776.794 291.288 1
2 194 756.586 917.899 2
2 196 85.7052 33.6732 4
2 197 904.883 126.216 1
2 199 21.9732 102.51 4
2 201 205.641 477.219 5
2 206 879.339 967.331 2
2 213 244.594 473.987 5
2 214 642.573 589.53 3
2 222 853.959 621.638 3
2 223 518.363 989.629 2
2 226 648.783 603.79 3
2 228 399.475 192.268 4
2 229 32.4988 938.751 5
2 230 814.209 436.493 3
2 231 291.053 292.049 4
2 234 769.072 182.917 1
2 236 344.656 388.185 4
2 244 543.707 996.057 2
2 254 826.909 802.719 2
2 260 260.672 213.383 4
2 264 667.645 810.279 2
2 265 852.864 824.65 2
2 269 746.616 491.772 3
2 272 431.006 685.786 5
2 273 709.83 561.077 3
2 274 452.184 663.382 5
2 276 886.343 4.94442 1
2 277 52.5835 271.001 4
2 279 808.889 763.527 2
2 281 178.085 519.553 5
2 282 988.743 256.46 1
2 283 114.258 377.412 4
2 284 236.126 494.214 5
2 290 786.058 432.582 3
2 293 890.36 307.257 1
2 294 304.468 535.688 5
2 295 473.917 22.3053 4
2 299 414.131 748.199 5
2 305 33.0116 545.758 5
2 307 197.287 1.98716 4
2 314 257.178 178.95 4
2 315 233.293 789.181 5
2 317 818.496 388.539 3
2 318 438.962 136.901 4
2 320 920.634 460.336 3
2 321 950.473 33.9817 1
2 326 477.087 834.773 2
2 328 500.418 885.256 2
2 330 6.13562 122.624 4
2 335 225.447 556.169 5
2 336 782.186 687.569 2
2 340 257.615 814.539 5
2 341 42.8894 926.489 5
2 344 537.144 893.849 2
2 350 957.659 25.5349 1
2 351 534.254 449.898 3
2 352 891.084 771.611 2
2 357 517.93 649.464 3
2 358 235.387 41.3129 4
2 365 214.744 82.1886 4
2 367 693.672 555.594 3
2 368 90.496 16.7955 4
2 370 626.521 526.724 3
2 376 825.413 709.361 2
2 378 35.7801 990.366 5
2 379 620.154 281.819 1
2 381 738.931 820.767 2
2 382 274.222 258.428 4
2 383 82.5408 643.565 5
3 0 435.841 587.522 2
3 1 602.539 801.704 3
3 2 861.563 954.019 3
3 4 796.042 796.519 3
3 9 954.573 785.053 3
3 15 963.227 965.824 3
3 18 55.259 619.092 4
3 20 237.167 707.298 2
3 21 583.448 609.201 3
3 32 817.106 281.12 1
3 33 332.771 466.52 4
3 35 168.54 974.806 2
3 43 460.829 255.503 5
3 44 385.534 487.846 4
3 45 931.464 198.146 1
3 47 331.283 923.481 2
3 53 25.7158 384.711 4
3 55 421.545 669.856 2
3 57 30.6059 881.315 2
3 59 547.886 870.165 2
3 60 764.19 227.841 1
3 62 908.764 483.318 1
3 63 195.225 821.483 2
3 69 792.919 136.517 1
3 70 156.993 187.479 4
3 71 186.101 903.489 2
3 75 298.827 796.84 2
3 77 917.898 105.225 1
3 79 789.206 738.168 3
3 81 748.357 537.031 3
3 82 486.979 88.5907 5
3 90 494.944 163.27 5
3 93 775.205 181.054 1
3 103 700.979 439.308 1
3 105 755.117 581.702 3
3 107 607.71 673.196 3
3 108 569.788 359.946 5
3 116 175.187 551.629 4
3 123 347.487 932.543 2
3 124 942.046 733.577 3
3 125 923.029 410.17 1
3 132 475.22 422.92 5
3 138 607.208 778.844 3
3 140 840.931 757.357 3
3 141 449.959 883.516 2
3 142 725.65 402.263 1
3 143 882.698 149.994 1
3 151 485.894 5.4797 5
3 152 134 228.874 4
3 155 267.979 69.0196 5
3 156 476.475 711.843 2
3 159 165.471 811.813 2
3 161 310.765 220.815 5
3 162 2.19756 25.8493 4
3 163 135.318 579.262 4
3 167 560.389 331.015 5
3 189 190.116 9.77048 5
3 195 172.306 772.747 2
3 198 87.5416 389.28 4
3 200 417.302 581.199 2
3 203 372.177 77.9249 5
3 205 295.533 923.189 2
3 208 636.977 852.552 3
3 209 382.491 96.1738 5
3 215 228.193 537.552 4
3 216 645.769 36.6176 5
3 217 881.955 436.361 1
3 219 811.997 466.21 1
3 220 963.481 584.969 3
3 221 312.678 611.344 2
3 225 762.214 751.456 3
3 227 783.667 742.083 3
3 233 92.7453 433.967 4
3 237 227.183 343.604 4
3 238 491.148 328.614 5
3 240 789.06 180.381 1
3 241 980.725 735.09 3
3 245 557.17 378.511 5
3 246 256.513 606.643 2
3 248 462.037 417.062 5
3 251 203.288 280.22 4
3 252 325.896 907.59 2
3 253 512.472 906.526 2
3 256 599.164 619.972 3
3 261 934.248 685.015 3
3 262 176.023 365.196 4
3 263 606.972 355.066 5
3 266 746.32 56.0444 1
3 275 384.806 812.568 2
3 280 775.352 780.347 3
3 285 314.339 438.079 4
3 286 273.595 173.028 5
3 291 995.164 77.7478 1
3 292 509.984 834.341 2
3 297 91.7265 661.356 2
3 298 616.789 748.507 3
3 304 561.254 14.0532 5
3 306 451.636 797.971 2
3 311 21.823 256.845 4
3 312 344.638 230.393 5
3 313 754.786 929.344 3
3 316 109.638 555.178 4
3 323 826.839 234.883 1
3 324 967.716 166.523 1
3 325 763.859 558.636 3
3 331 680.526 979.535 3
3 333 740.572 359.87 1
3 334 494.045 199.61 5
3 339 99.6077 192.347 4
3 342 172.907 173.232 4
3 343 483.206 814.332 2
3 349 407.053 857.824 2
3 353 609.907 714.945 3
3 356 122.621 436.923 4
3 360 910.373 948.618 3
3 366 560.439 622.937 3
3 372 918.947 876.684 3
3 374 377.688 314.408 5
3 384 592.712 764.167 3
3 385 724.782 471.166 1
3 387 885.712 666.382 3
3 388 26.8873 163.883 4
3 389 741.314 972.935 3
3 391 256.231 126.549 5
3 392 927.385 899.534 3
3 393 524.925 53.7248 5
3 394 72.1925 423.799 4
3 395 367.23 863.354 2
3 396 349.224 799.328 2
3 397 127.116 42.9147 4
3 398 587.637 139.566 5
3 399 22.8315 355.085 4
